75,37
26,38
27,38
75,38
76,38
24,39
25,39
26,39
75,39
76,39
22,40
23,40
24,40
75,40
76,40
20,41
21,41
22,41
75,41
76,41
77,41
18,42
19,42
20,42
76,42
77,42
76,43
77,43
76,44
77,44
76,45
77,45
76,46
77,46
76,47
77,47
78,47
77,48
78,48
77,49
78,49
77,50
78,50
77,51
78,51
77,52
78,52
79,52
78,53
79,53
78,54
79,54
78,55
79,55
80,55
79,56
80,56
79,57
80,57
80,58
80,59
41,60
42,60
80,60
42,61
43,61
44,61
44,62
45,62
46,62
46,63
47,63
47,64
48,64
49,64
49,65
50,65
51,65
51,66
52,66
53,66
53,67
54,67
54,68
55,68
56,68
56,69
57,69
58,69
58,70
59,70
59,71
60,71
61,71
61,72
62,72
63,72
63,73
63,74
64,74
64,75
65,75
65,76
65,77
66,77
66,78
67,78
66,79
67,79
68,79
69,79
68,80
69,80
69,81
70,81
71,81
71,82
